ID,Created,Name,Description,Playlist URL
db721fb0addc4ad2b9061335a32594aa,2023-08-28T12:58:14Z,"A song that is the equivalent of a rich, spicy, heavy stew after you’ve been starving all day","(basically the opposite of the sorbet songs)
",https://open.spotify.com/playlist/1quZYSVZDhUcgmQGlJKnPZ
533175d7237d4278a1baccfa39ca049e,2023-09-02T02:10:18Z,Songs you can show to both your grandma and your friends,,https://open.spotify.com/playlist/1ECYPiUz946luXVZRV1TQJ
e40b132c3d2f4ccab4b4a816128cf5b8,2023-09-06T23:16:38Z,A song you would never listen to but love to play,"You love to play, sing, or wish you could play this song/riff/hook. But you don't really want to listen to it at all.",https://open.spotify.com/playlist/07TSfviiQIBbh4oIHsU56A
e3d83475e5e54d138f5e020267a2039d,2023-09-10T15:37:25Z,The song you’d request the house band play as your walk-out music if you were the guest on a late night talk show,,https://open.spotify.com/playlist/711ewaIkoGktuPHItSHACl
b01714ab0da545f096122d0354235f9b,2023-09-14T22:24:41Z,The Law and Orderly Round,"Sam is pretty right wing and feels like we need more rules. So here they are. Artist must have:
- less than 50,000 monthly listeners 
- 3 or less full albums on Spotify",https://open.spotify.com/playlist/52LfPnKHUOriXCxMiGzog4
e142448b9e294440892a07a782b8adfb,2023-09-17T15:57:41Z,How the hell is this the song that’s stuck in my head?,"Maybe it's a song that you heard once on the radio or in a movie like 20 years ago, but for whatever reason your brain is just gonna make you listen to it all day right now.

Sam's Orderly Voting Rules: ""earwormy but good, and no cliche earworms"" ",https://open.spotify.com/playlist/2kek4qtvCKi5JbGPDnYWBK
6b4b7910fa31410fae3024cf79444863,2023-09-22T02:30:27Z,song by a band you were super late to but you want to talk about them now,,https://open.spotify.com/playlist/3LcMsRPDiRmwiZdNKLvBsI
0124173da84142859f0330b7a92ae5f7,2023-09-25T13:20:23Z," shortest song that’s actually enjoyable and worth listening to",So don't submit that 3 second Napalm Death song,https://open.spotify.com/playlist/22FodWNXj3M4KyxwDyLL8y
3d7659fcd62544b4ac8a8965e9cb65ba,2023-09-28T13:42:13Z,Favorite song about an inanimate object,,https://open.spotify.com/playlist/53K8eHyU191JEBWSIXnUZF
7b36c44e87c74986bf2d7c59439388fb,2023-10-01T21:19:32Z,You don’t know them like I do,"- Under 100k monthly listeners
- You have to know a member of the band (like friends or your brother or your favorite coffeeshop barista or whatever) ",https://open.spotify.com/playlist/5eGUtGkuPCkpnGhKIZ8Vlz
